STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,Year,Value
Drug Offenses,Capital,Independent Municipal,Central Saanich Mun,2013,26.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Chase Prov,2013,51.0
Drug Offenses,Peace River,RCMP Provincial,Chetwynd Prov,2013,29.0
Drug Offenses,Fraser Valley,RCMP Municipal,Chilliwack Mun,2013,424.0
Drug Offenses,Fraser Valley,RCMP Provincial,Chilliwack Prov,2013,47.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Clearwater Prov,2013,42.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Clinton Prov,2013,26.0
Drug Offenses,North Okanagan,RCMP Municipal,Coldstream Mun,2013,8.0
Drug Offenses,East Kootenay,RCMP Provincial,Columbia Valley Prov,2013,66.0
Drug Offenses,Capital,RCMP Municipal,Colwood Mun,2013,92.0
Drug Offenses,Comox Valley,RCMP Municipal,Comox Mun,2013,48.0
Drug Offenses,Comox Valley,RCMP Provincial,Comox Valley Prov,2013,122.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Coquitlam Mun,2013,566.0
Drug Offenses,Metro Vancouver,RCMP Provincial,Coquitlam Prov,2013,16.0
Drug Offenses,Comox Valley,RCMP Municipal,Courtenay Mun,2013,181.0
Drug Offenses,East Kootenay,RCMP Municipal,Cranbrook Mun,2013,127.0
Drug Offenses,East Kootenay,RCMP Provincial,Cranbrook Prov,2013,38.0
Drug Offenses,Central Kootenay,RCMP Municipal,Creston Mun,2013,42.0
Drug Offenses,Central Kootenay,RCMP Provincial,Creston Prov,2013,58.0
Drug Offenses,Peace River,RCMP Municipal,Dawson Creek Mun,2013,126.0
Drug Offenses,Peace River,RCMP Provincial,Dawson Creek Prov,2013,30.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,2013,35.0
Drug Offenses,Metro Vancouver,Independent Municipal,Delta Mun,2013,484.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Duncan Prov,2013,152.0
Drug Offenses,East Kootenay,RCMP Provincial,Elk Valley Prov,2013,48.0
Drug Offenses,North Okanagan,RCMP Provincial,Enderby Prov,2013,43.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Falkland Prov,2013,9.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2013,59.0
Drug Offenses,Peace River,RCMP Municipal,Fort St John Mun,2013,167.0
Drug Offenses,Peace River,RCMP Provincial,Fort St John Prov,2013,46.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2013,30.0
Drug Offenses,Nanaimo,RCMP Provincial,Gabriola Island Prov,2013,15.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Golden Prov,2013,92.0
Drug Offenses,Fraser Valley,RCMP Municipal,Hope Mun,2013,112.0
Drug Offenses,Fraser Valley,RCMP Provincial,Hope  Prov,2013,48.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2013,16.0
Drug Offenses,Peace River,RCMP Provincial,Hudson's Hope Prov,2013,7.0
Drug Offenses,Thompson Nicola,RCMP Municipal,Kamloops Mun,2013,851.0
Drug Offenses,Central Kootenay,RCMP Provincial,Kaslo Prov,2013,18.0
Drug Offenses,Central Okanagan,RCMP Municipal,Kelowna Mun,2013,1294.0
Drug Offenses,Central Okanagan,RCMP Provincial,Kelowna Prov,2013,77.0
Drug Offenses,Fraser Valley,RCMP Municipal,Kent Mun,2013,43.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2013,38.0
Drug Offenses,East Kootenay,RCMP Municipal,Kimberley Mun,2013,29.0
Drug Offenses,East Kootenay,RCMP Provincial,Kimberley Prov,2013,8.0
Drug Offenses,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2013,64.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2013,9.0
Drug Offenses,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2013,39.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2013,57.0
Drug Offenses,Central Okanagan,RCMP Municipal,Lake Country Mun,2013,48.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2013,50.0
Drug Offenses,Capital,RCMP Municipal,Langford Mun,2013,168.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Langley City Mun,2013,239.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Langley Township Mun,2013,406.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2013,44.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2013,16.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2013,19.0
Drug Offenses,North Okanagan,RCMP Provincial,Lumby Prov,2013,18.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Lytton Prov,2013,35.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2013,44.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2013,243.0
Drug Offenses,North Coast Regional District (22),RCMP Provincial,Masset Prov,2013,14.0
Drug Offenses,Fraser Fort George,RCMP Provincial,McBride Prov,2013,19.0
Drug Offenses,Thompson Nicola,RCMP Municipal,Merritt Mun,2013,142.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Merritt Prov,2013,71.0
Drug Offenses,Fraser Valley,RCMP Municipal,Mission Mun,2013,329.0
Drug Offenses,Fraser Valley,RCMP Provincial,Mission Prov,2013,11.0
Drug Offenses,Central Kootenay,RCMP Provincial,Nakusp Prov,2013,20.0
Drug Offenses,Nanaimo,RCMP Municipal,Nanaimo Mun,2013,590.0
Drug Offenses,Nanaimo,RCMP Provincial,Nanaimo Prov,2013,41.0
Drug Offenses,Central Kootenay,Independent Municipal,Nelson Mun,2013,155.0
Drug Offenses,Central Kootenay,RCMP Provincial,Nelson Prov,2013,48.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2013,67.0
Drug Offenses,Metro Vancouver,Independent Municipal,New Westminster Mun,2013,437.0
Drug Offenses,Strathcona,RCMP Provincial,Nootka Sound Prov,2013,49.0
Drug Offenses,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2013,169.0
Drug Offenses,Capital,RCMP Municipal,North Saanich Mun,2013,42.0
Drug Offenses,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2013,295.0
Drug Offenses,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2013,257.0
Drug Offenses,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2013,34.0
Drug Offenses,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2013,44.0
Drug Offenses,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2013,24.0
Drug Offenses,Capital,Independent Municipal,Oak Bay Mun,2013,30.0
Drug Offenses,Nanaimo,RCMP Provincial,Oceanside Prov,2013,117.0
Drug Offenses,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2013,64.0
Drug Offenses,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2013,18.0
Drug Offenses,Nanaimo,RCMP Municipal,Parksville Mun,2013,64.0
Drug Offenses,Central Okanagan,RCMP Municipal,Peachland Mun,2013,9.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Pemberton Prov,2013,39.0
Drug Offenses,Okanagan Similkameen,RCMP Municipal,Penticton Mun,2013,200.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,Penticton Prov,2013,26.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun,2013,34.0
Drug Offenses,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,2013,116.0
Drug Offenses,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,2013,27.0
Drug Offenses,Mount Waddington,RCMP Provincial,Port Alice Prov,2013,8.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun,2013,271.0
Drug Offenses,Mount Waddington,RCMP Provincial,Port Hardy Prov,2013,33.0
Drug Offenses,Mount Waddington,RCMP Provincial,Port McNeill Prov,2013,61.0
Drug Offenses,Metro Vancouver,Independent Municipal,Port Moody Mun,2013,168.0
Drug Offenses,Powell River,RCMP Municipal,Powell River Mun,2013,88.0
Drug Offenses,Powell River,RCMP Provincial,Powell River Prov,2013,33.0
Drug Offenses,Fraser Fort George,RCMP Municipal,Prince George Mun,2013,526.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Prince George Prov,2013,76.0
Drug Offenses,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,2013,176.0
Drug Offenses,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov,2013,24.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,Princeton Prov,2013,49.0
Drug Offenses,Strathcona,RCMP Provincial,Quadra Island Prov,2013,12.0
Drug Offenses,Nanaimo,RCMP Municipal,Qualicum Beach Mun,2013,11.0
Drug Offenses,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,2013,21.0
Drug Offenses,Cariboo,RCMP Municipal,Quesnel Mun,2013,161.0
Drug Offenses,Cariboo,RCMP Provincial,Quesnel Prov,2013,76.0
Drug Offenses,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,2013,167.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,2013,141.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Richmond Mun,2013,939.0
Drug Offenses,Metro Vancouver,RCMP Provincial,Ridge Meadows Prov,2013,93.0
Drug Offenses,Capital,Independent Municipal,Saanich Mun,2013,229.0
Drug Offenses,Central Kootenay,RCMP Provincial,Salmo Prov,2013,168.0
Drug Offenses,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,2013,149.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,2013,51.0
Drug Offenses,Capital,RCMP Provincial,Saltspring Island Prov,2013,12.0
Drug Offenses,Strathcona,RCMP Provincial,Sayward Prov,2013,28.0
Drug Offenses,Sunshine Coast,RCMP Municipal,Sechelt Mun,2013,51.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,2013,107.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Sicamous Prov,2013,28.0
Drug Offenses,Capital,RCMP Municipal,Sidney Mun,2013,58.0
Drug Offenses,Capital,RCMP Provincial,Sidney Prov,2013,19.0
Drug Offenses,Central Kootenay,RCMP Provincial,Slocan Lake Prov,2013,13.0
Drug Offenses,Bulkley Nechako,RCMP Municipal,Smithers Mun,2013,63.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Smithers Prov,2013,24.0
Drug Offenses,Capital,RCMP Municipal,Sooke Mun,2013,85.0
Drug Offenses,Capital,RCMP Provincial,Sooke Prov,2013,30.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver,2013,65.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos,2013,81.0
Drug Offenses,North Okanagan,RCMP Municipal,Spallumcheen Mun,2013,19.0
Drug Offenses,Squamish Lillooet,RCMP Municipal,Squamish Mun,2013,209.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Squamish Prov,2013,15.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Stewart Prov,2013,23.0
Drug Offenses,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS,2013,35.0
Drug Offenses,Okanagan Similkameen,RCMP Municipal,Summerland Mun,2013,72.0
Drug Offenses,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov,2013,86.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Surrey Mun,2013,2376.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,2013,1.0
Drug Offenses,Kitimat Stikine,RCMP Municipal,Terrace Mun,2013,102.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Terrace Prov,2013,40.0
Drug Offenses,Powell River,RCMP Provincial,Texada Island Prov,2013,14.0
Drug Offenses,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,2013,124.0
Drug Offenses,Alberni Clayoquot,RCMP Provincial,Tofino Prov,2013,23.0
Drug Offenses,Kootenay Boundary,RCMP Municipal,Trail Mun,2013,72.0
Drug Offenses,Kootenay Boundary,RCMP Provincial,Trail and Greater District,2013,62.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,2013,7.0
Drug Offenses,Peace River,RCMP Provincial,Tumbler Ridge Prov,2013,12.0
Drug Offenses,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,2013,13.0
Drug Offenses,Metro Vancouver,RCMP Provincial,University Prov,2013,217.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Valemount Prov,2013,63.0
Drug Offenses,Metro Vancouver,Independent Municipal,Vancouver Mun,2013,3108.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,2013,62.0
Drug Offenses,North Okanagan,RCMP Municipal,Vernon Mun,2013,296.0
Drug Offenses,North Okanagan,RCMP Provincial,Vernon Prov,2013,29.0
Drug Offenses,Capital,Independent Municipal,Victoria Mun,2013,643.0
Drug Offenses,Capital,RCMP Municipal,View Royal Mun,2013,55.0
Drug Offenses,Cariboo,RCMP Provincial,Wells Prov,2013,1.0
Drug Offenses,Central Okanagan,RCMP Municipal,West Kelowna Mun,2013,116.0
Drug Offenses,Capital,RCMP Provincial,West Shore Prov,2013,16.0
Drug Offenses,Metro Vancouver,Independent Municipal,West Vancouver Mun,2013,190.0
Drug Offenses,Squamish Lillooet,RCMP Municipal,Whistler Mun,2013,184.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Whistler Prov,2013,3.0
Drug Offenses,Metro Vancouver,RCMP Municipal,White Rock Mun,2013,132.0
Drug Offenses,Cariboo,RCMP Municipal,Williams Lake Mun,2013,208.0
Drug Offenses,Cariboo,RCMP Provincial,Williams Lake Prov,2013,120.0
Population,Fraser Valley,Independent Municipal,Abbotsford Mun,2013,139188.0
Population,Fraser Valley,RCMP Provincial,Agassiz Prov,2013,3862.0
Population,Mount Waddington,RCMP Provincial,Alert Bay Prov,2013,1356.0
Population,Cariboo,RCMP Provincial,Alexis Creek Prov,2013,1717.0
Population,Cariboo,RCMP Provincial,Anahim Lake Prov,2013,710.0
Population,North Okanagan,RCMP Provincial,Armstrong Prov,2013,5464.0
Population,Thompson Nicola,RCMP Provincial,Ashcroft Prov,2013,3695.0
Population,Kitimat Stikine,RCMP Provincial,Atlin Prov,2013,437.0
Population,Thompson Nicola,RCMP Provincial,Barriere Prov,2013,3911.0
Population,Central Coast,RCMP Provincial,Bella Bella Prov,2013,1633.0
Population,Central Coast,RCMP Provincial,Bella Coola Prov,2013,1922.0
Population,Fraser Valley,RCMP Provincial,Boston Bar Prov,2013,635.0
Population,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov,2013,8298.0
Population,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov,2013,2762.0
Population,Metro Vancouver,RCMP Provincial,Bowen Island Prov,2013,3470.0
Population,Metro Vancouver,RCMP Municipal,Burnaby Mun,2013,234507.0
Population,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,2013,6248.0
Population,Strathcona,RCMP Municipal,Campbell River Mun,2013,31948.0
Population,Strathcona,RCMP Provincial,Campbell River Prov,2013,5222.0
Population,Central Kootenay,RCMP Municipal,Castlegar Mun,2013,7825.0
Population,Central Kootenay,RCMP Provincial,Castlegar Prov,2013,5957.0
Population,Capital,Independent Municipal,Central Saanich Mun,2013,16014.0
Population,Thompson Nicola,RCMP Provincial,Chase Prov,2013,8268.0
Population,Peace River,RCMP Provincial,Chetwynd Prov,2013,5459.0
Population,Fraser Valley,RCMP Municipal,Chilliwack Mun,2013,84515.0
Population,Fraser Valley,RCMP Provincial,Chilliwack Prov,2013,4846.0
Population,Thompson Nicola,RCMP Provincial,Clearwater Prov,2013,4326.0
Population,Thompson Nicola,RCMP Provincial,Clinton Prov,2013,1843.0
Population,North Okanagan,RCMP Municipal,Coldstream Mun,2013,10277.0
Population,East Kootenay,RCMP Provincial,Columbia Valley Prov,2013,8939.0
Population,Capital,RCMP Municipal,Colwood Mun,2013,16638.0
Population,Comox Valley,RCMP Municipal,Comox Mun,2013,13604.0
Population,Comox Valley,RCMP Provincial,Comox Valley Prov,2013,25888.0
Population,Metro Vancouver,RCMP Municipal,Coquitlam Mun,2013,138205.0
Population,Metro Vancouver,RCMP Provincial,Coquitlam Prov,2013,2865.0
Population,Comox Valley,RCMP Municipal,Courtenay Mun,2013,24451.0
Population,East Kootenay,RCMP Municipal,Cranbrook Mun,2013,19452.0
Population,East Kootenay,RCMP Provincial,Cranbrook Prov,2013,6560.0
Population,Central Kootenay,RCMP Municipal,Creston Mun,2013,5065.0
Population,Central Kootenay,RCMP Provincial,Creston Prov,2013,8115.0
Population,Peace River,RCMP Municipal,Dawson Creek Mun,2013,12120.0
Population,Peace River,RCMP Provincial,Dawson Creek Prov,2013,7022.0
Population,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,2013,1329.0
Population,Metro Vancouver,Independent Municipal,Delta Mun,2013,102502.0
Population,Cowichan Valley,RCMP Provincial,Duncan Prov,2013,14461.0
Population,East Kootenay,RCMP Provincial,Elk Valley Prov,2013,13705.0
Population,North Okanagan,RCMP Provincial,Enderby Prov,2013,6885.0
Population,Columbia Shuswap,RCMP Provincial,Falkland Prov,2013,2850.0
Population,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2013,4473.0
Population,Peace River,RCMP Municipal,Fort St John Mun,2013,20592.0
Population,Peace River,RCMP Provincial,Fort St John Prov,2013,14310.0
Population,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2013,3367.0
Population,Nanaimo,RCMP Provincial,Gabriola Island Prov,2013,4115.0
Population,Columbia Shuswap,RCMP Provincial,Golden Prov,2013,6821.0
Population,Fraser Valley,RCMP Municipal,Hope Mun,2013,5780.0
Population,Fraser Valley,RCMP Provincial,Hope  Prov,2013,1152.0
Population,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2013,4501.0
Population,Peace River,RCMP Provincial,Hudson's Hope Prov,2013,1266.0
Population,Thompson Nicola,RCMP Municipal,Kamloops Mun,2013,88294.0
Population,Central Kootenay,RCMP Provincial,Kaslo Prov,2013,2341.0
Population,Central Okanagan,RCMP Municipal,Kelowna Mun,2013,120123.0
Population,Central Okanagan,RCMP Provincial,Kelowna Prov,2013,15154.0
Population,Fraser Valley,RCMP Municipal,Kent Mun,2013,5838.0
Population,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2013,4639.0
Population,East Kootenay,RCMP Municipal,Kimberley Mun,2013,6488.0
Population,East Kootenay,RCMP Provincial,Kimberley Prov,2013,1909.0
Population,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2013,8367.0
Population,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2013,556.0
Population,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2013,8154.0
Population,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2013,5795.0
Population,Central Okanagan,RCMP Municipal,Lake Country Mun,2013,12342.0
Population,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2013,6034.0
Population,Capital,RCMP Municipal,Langford Mun,2013,33422.0
Population,Metro Vancouver,RCMP Municipal,Langley City Mun,2013,26694.0
Population,Metro Vancouver,RCMP Municipal,Langley Township Mun,2013,112606.0
Population,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2013,3307.0
Population,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2013,2059.0
Population,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2013,2572.0
Population,North Okanagan,RCMP Provincial,Lumby Prov,2013,5896.0
Population,Thompson Nicola,RCMP Provincial,Lytton Prov,2013,1932.0
Population,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2013,3612.0
Population,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2013,79530.0
Population,North Coast Regional District (22),RCMP Provincial,Masset Prov,2013,2012.0
Population,Fraser Fort George,RCMP Provincial,McBride Prov,2013,1662.0
Population,Thompson Nicola,RCMP Municipal,Merritt Mun,2013,7327.0
Population,Thompson Nicola,RCMP Provincial,Merritt Prov,2013,3888.0
Population,Fraser Valley,RCMP Municipal,Mission Mun,2013,37587.0
Population,Fraser Valley,RCMP Provincial,Mission Prov,2013,4229.0
Population,Central Kootenay,RCMP Provincial,Nakusp Prov,2013,3389.0
Population,Nanaimo,RCMP Municipal,Nanaimo Mun,2013,87308.0
Population,Nanaimo,RCMP Provincial,Nanaimo Prov,2013,13915.0
Population,Central Kootenay,Independent Municipal,Nelson Mun,2013,10301.0
Population,Central Kootenay,RCMP Provincial,Nelson Prov,2013,11998.0
Population,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2013,5764.0
Population,Metro Vancouver,Independent Municipal,New Westminster Mun,2013,69178.0
Population,Strathcona,RCMP Provincial,Nootka Sound Prov,2013,1895.0
Population,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2013,29291.0
Population,Capital,RCMP Municipal,North Saanich Mun,2013,11117.0
Population,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2013,51017.0
Population,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2013,86731.0
Population,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2013,2604.0
Population,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2013,5359.0
Population,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2013,602.0
Population,Capital,Independent Municipal,Oak Bay Mun,2013,17647.0
Population,Nanaimo,RCMP Provincial,Oceanside Prov,2013,24585.0
Population,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2013,12893.0
Population,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2013,4782.0
Population,Nanaimo,RCMP Municipal,Parksville Mun,2013,12138.0
Population,Central Okanagan,RCMP Municipal,Peachland Mun,2013,5089.0
Population,Squamish Lillooet,RCMP Provincial,Pemberton Prov,2013,4495.0
Population,Okanagan Similkameen,RCMP Municipal,Penticton Mun,2013,33231.0
Population,Okanagan Similkameen,RCMP Provincial,Penticton Prov,2013,11241.0
Population,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun,2013,18701.0
Population,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,2013,16744.0
Population,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,2013,8264.0
Population,Mount Waddington,RCMP Provincial,Port Alice Prov,2013,833.0
Population,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun,2013,59108.0
Population,Mount Waddington,RCMP Provincial,Port Hardy Prov,2013,5328.0
Population,Mount Waddington,RCMP Provincial,Port McNeill Prov,2013,4435.0
Population,Metro Vancouver,Independent Municipal,Port Moody Mun,2013,34479.0
Population,Powell River,RCMP Municipal,Powell River Mun,2013,12992.0
Population,Powell River,RCMP Provincial,Powell River Prov,2013,5525.0
Population,Fraser Fort George,RCMP Municipal,Prince George Mun,2013,73850.0
Population,Fraser Fort George,RCMP Provincial,Prince George Prov,2013,13050.0
Population,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,2013,12169.0
Population,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov,2013,1959.0
Population,Okanagan Similkameen,RCMP Provincial,Princeton Prov,2013,4910.0
Population,Strathcona,RCMP Provincial,Quadra Island Prov,2013,3466.0
Population,Nanaimo,RCMP Municipal,Qualicum Beach Mun,2013,8531.0
Population,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,2013,2307.0
Population,Cariboo,RCMP Municipal,Quesnel Mun,2013,9741.0
Population,Cariboo,RCMP Provincial,Quesnel Prov,2013,13349.0
Population,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,2013,7142.0
Population,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,2013,566.0
Population,Metro Vancouver,RCMP Municipal,Richmond Mun,2013,201259.0
Population,Metro Vancouver,RCMP Provincial,Ridge Meadows Prov,2013,94.0
Population,Capital,Independent Municipal,Saanich Mun,2013,111317.0
Population,Central Kootenay,RCMP Provincial,Salmo Prov,2013,2627.0
Population,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,2013,17253.0
Population,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,2013,9175.0
Population,Capital,RCMP Provincial,Saltspring Island Prov,2013,10370.0
Population,Strathcona,RCMP Provincial,Sayward Prov,2013,770.0
Population,Sunshine Coast,RCMP Municipal,Sechelt Mun,2013,9461.0
Population,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,2013,17653.0
Population,Columbia Shuswap,RCMP Provincial,Sicamous Prov,2013,3744.0
Population,Capital,RCMP Municipal,Sidney Mun,2013,11181.0
Population,Capital,RCMP Provincial,Sidney Prov,2013,3516.0
Population,Central Kootenay,RCMP Provincial,Slocan Lake Prov,2013,1954.0
Population,Bulkley Nechako,RCMP Municipal,Smithers Mun,2013,5210.0
Population,Bulkley Nechako,RCMP Provincial,Smithers Prov,2013,7677.0
Population,Capital,RCMP Municipal,Sooke Mun,2013,12005.0
Population,Capital,RCMP Provincial,Sooke Prov,2013,4591.0
Population,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver,2013,8585.0
Population,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos,2013,7208.0
Population,North Okanagan,RCMP Municipal,Spallumcheen Mun,2013,5057.0
Population,Squamish Lillooet,RCMP Municipal,Squamish Mun,2013,18503.0
Population,Squamish Lillooet,RCMP Provincial,Squamish Prov,2013,1978.0
Population,Kitimat Stikine,RCMP Provincial,Stewart Prov,2013,433.0
Population,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS,2013,3129.0
Population,Okanagan Similkameen,RCMP Municipal,Summerland Mun,2013,11024.0
Population,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov,2013,18660.0
Population,Metro Vancouver,RCMP Municipal,Surrey Mun,2013,506099.0
Population,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,2013,190.0
Population,Kitimat Stikine,RCMP Municipal,Terrace Mun,2013,11373.0
Population,Kitimat Stikine,RCMP Provincial,Terrace Prov,2013,7913.0
Population,Powell River,RCMP Provincial,Texada Island Prov,2013,1053.0
Population,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,2013,8437.0
Population,Alberni Clayoquot,RCMP Provincial,Tofino Prov,2013,3378.0
Population,Kootenay Boundary,RCMP Municipal,Trail Mun,2013,7417.0
Population,Kootenay Boundary,RCMP Provincial,Trail and Greater District,2013,10797.0
Population,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,2013,380.0
Population,Peace River,RCMP Provincial,Tumbler Ridge Prov,2013,2841.0
Population,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,2013,2201.0
Population,Metro Vancouver,RCMP Provincial,University Prov,2013,14848.0
Population,Fraser Fort George,RCMP Provincial,Valemount Prov,2013,1563.0
Population,Metro Vancouver,Independent Municipal,Vancouver Mun,2013,638754.0
Population,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,2013,8741.0
Population,North Okanagan,RCMP Municipal,Vernon Mun,2013,38672.0
Population,North Okanagan,RCMP Provincial,Vernon Prov,2013,11324.0
Population,Capital,Independent Municipal,Victoria Mun,2013,99612.0
Population,Capital,RCMP Municipal,View Royal Mun,2013,10543.0
Population,Cariboo,RCMP Provincial,Wells Prov,2013,354.0
Population,Central Okanagan,RCMP Municipal,West Kelowna Mun,2013,31926.0
Population,Capital,RCMP Provincial,West Shore Prov,2013,9020.0
Population,Metro Vancouver,Independent Municipal,West Vancouver Mun,2013,45343.0
